pl_name,ra,dec,st_dist,x,y,z
Kepler-1120 b,290.914483,42.286579,635.00,,,
Kepler-1121 b,297.786606,47.886127,529.00,,,
Kepler-1122 b,288.280535,46.340904,924.00,,,
Kepler-1123 b,294.517667,50.670399,796.00,,,
Kepler-1124 b,286.594273,37.891266,177.00,,,
Kepler-1125 b,295.481223,40.731980,910.00,,,
Kepler-1126 b,285.691992,45.689396,668.00,,,
Kepler-1127 b,293.217384,42.720707,996.00,,,
Kepler-1128 b,293.063338,39.403444,1163.00,,,
Kepler-1129 b,291.604495,41.309361,1258.00,,,
Kepler-1129 c,291.604495,41.309361,1258.00,,,
Kepler-113 b,287.997883,50.944332,264.35,,,
Kepler-113 c,287.997883,50.944332,264.35,,,
Kepler-1130 b,285.207485,45.384350,234.00,,,
Kepler-1131 b,295.651494,49.261295,1109.00,,,
Kepler-1132 b,286.367463,48.423935,940.00,,,
Kepler-1133 b,293.322404,42.867470,821.00,,,
Kepler-1134 b,295.567982,42.478287,997.00,,,
Kepler-1135 b,286.002968,44.756592,728.00,,,
Kepler-1136 b,284.107796,44.245808,545.00,,,
Kepler-1137 b,287.130272,48.665375,971.00,,,
Kepler-1138 b,285.899242,48.307301,1101.00,,,
Kepler-1139 b,287.945617,39.230568,555.00,,,
Kepler-114 b,294.121421,48.349525,261.49,,,
Kepler-114 c,294.121421,48.349525,261.49,,,
Kepler-114 d,294.121421,48.349525,261.49,,,
Kepler-1140 b,281.693981,46.946449,657.00,,,
Kepler-1141 b,290.543645,47.725880,365.00,,,
Kepler-1142 b,292.714435,44.082336,697.00,,,
Kepler-1143 b,287.302821,39.289688,632.00,,,
Kepler-1143 c,287.302821,39.289688,632.00,,,
Kepler-1144 b,290.043293,47.257977,1012.00,,,
Kepler-1145 b,295.308161,43.044415,714.00,,,
Kepler-1146 b,286.716626,47.425633,694.00,,,
Kepler-1147 b,292.547537,41.642956,1476.00,,,
Kepler-1148 b,290.953557,45.719536,682.00,,,
Kepler-1149 b,294.189260,45.151577,1023.00,,,
Kepler-115 b,297.711849,45.261925,634.97,,,
Kepler-115 c,297.711849,45.261925,634.97,,,
Kepler-1150 b,296.724492,49.532715,373.00,,,
Kepler-1151 b,292.247793,47.878452,763.00,,,
Kepler-1152 b,290.434033,44.107651,184.00,,,
Kepler-1153 b,289.147217,45.866181,1185.00,,,
Kepler-1154 b,297.477127,39.877247,1531.00,,,
Kepler-1154 c,297.477127,39.877247,1531.00,,,
Kepler-1155 b,288.820587,39.522827,987.00,,,
Kepler-1156 b,288.924024,46.057632,759.00,,,
Kepler-1157 b,283.121049,43.525642,346.00,,,
Kepler-1158 b,292.233946,41.575213,1258.00,,,
Kepler-1159 b,294.266335,45.204315,1238.00,,,
Kepler-116 b,294.742070,43.536835,982.04,,,
Kepler-116 c,294.742070,43.536835,982.04,,,
Kepler-1160 b,287.879384,43.364075,1293.00,,,
Kepler-1161 b,299.077103,45.440640,428.00,,,
Kepler-1162 b,283.292130,45.434116,989.00,,,
Kepler-1163 b,290.235843,50.030087,487.00,,,
Kepler-1164 b,287.529634,38.894513,447.00,,,
Kepler-1165 b,286.971267,44.708302,1081.00,,,
Kepler-1166 b,290.348519,50.902855,648.00,,,
Kepler-1167 b,298.302714,47.694023,811.00,,,
Kepler-1168 b,287.297694,47.455437,911.00,,,
Kepler-1169 b,294.911573,46.491463,538.00,,,
Kepler-117 b,288.793037,48.040234,1430.00,,,
Kepler-117 c,288.793037,48.040234,1430.00,,,
Kepler-1170 b,292.168580,43.779675,911.00,,,
Kepler-1171 b,294.958925,38.591578,615.00,,,
Kepler-1172 b,290.474507,37.766598,1292.00,,,
Kepler-1173 b,293.131095,45.663548,402.00,,,
Kepler-1174 b,281.831445,42.298916,829.00,,,
Kepler-1175 b,289.142702,46.812897,1244.00,,,
Kepler-1176 b,297.919728,45.274162,1023.00,,,
Kepler-1177 b,286.671437,49.406288,829.00,,,
Kepler-1178 b,288.456062,45.802124,336.00,,,
Kepler-1179 b,284.097640,47.810638,454.00,,,
Kepler-118 b,299.213164,41.424824,583.81,,,
Kepler-118 c,299.213164,41.424824,583.81,,,
Kepler-1180 b,295.887510,43.156063,1284.00,,,
Kepler-1181 b,289.747314,39.523468,867.00,,,
Kepler-1182 b,296.307949,43.821350,1258.00,,,
Kepler-1183 b,292.232425,38.892222,1378.00,,,
Kepler-1184 b,291.282055,46.965996,1193.00,,,
Kepler-1185 b,287.241174,39.332757,296.00,,,
Kepler-1186 b,288.479641,47.101768,1112.00,,,
Kepler-1187 b,286.892005,38.318556,1029.00,,,
Kepler-1188 b,283.103838,43.148045,1202.00,,,
Kepler-1189 b,298.426343,47.946785,883.00,,,
Kepler-119 b,295.946421,42.658924,716.23,,,
Kepler-119 c,295.946421,42.658924,716.23,,,
Kepler-1190 b,284.999621,49.479977,384.00,,,
Kepler-1191 b,291.657776,48.009315,876.00,,,
Kepler-1192 b,282.140566,43.896580,1108.00,,,
Kepler-1193 b,288.144759,51.275627,695.00,,,
Kepler-1194 b,291.699538,38.145265,616.00,,,
Kepler-1195 b,284.351087,40.852979,812.00,,,
Kepler-1196 b,292.369561,43.910809,946.00,,,
Kepler-1197 b,291.669272,42.590710,505.00,,,
Kepler-1198 b,288.834008,44.838249,777.00,,,
Kepler-1199 b,293.725872,47.247044,540.00,,,
Kepler-12 b,286.243425,50.040382,904.40,,,
Kepler-120 b,287.891632,39.339124,393.02,,,
Kepler-120 c,287.891632,39.339124,393.02,,,
Kepler-1200 b,296.603451,44.129257,579.00,,,
Kepler-1201 b,294.614827,40.833172,1202.00,,,
Kepler-1202 b,292.290612,44.653255,1393.00,,,
Kepler-1203 b,292.773384,44.178127,269.00,,,
Kepler-1204 b,289.441483,42.498135,1282.00,,,
Kepler-1205 b,290.279709,41.515049,766.00,,,
Kepler-1206 b,295.938407,49.791145,807.00,,,
Kepler-1207 b,295.064243,49.358994,946.00,,,
Kepler-1208 b,291.881263,44.555729,877.00,,,
Kepler-1209 b,287.584891,49.154793,558.00,,,
Kepler-121 b,286.162064,39.677995,518.09,,,
Kepler-121 c,286.162064,39.677995,518.09,,,
Kepler-1210 b,292.832145,48.219357,1155.00,,,
Kepler-1211 b,285.720788,40.856961,1486.00,,,
Kepler-1212 b,296.853432,50.037354,1304.00,,,
Kepler-1213 b,289.485822,50.944164,685.00,,,
Kepler-1214 b,285.142638,49.800667,757.00,,,
Kepler-1215 b,297.463622,48.181416,701.00,,,
Kepler-1216 b,287.405321,45.918007,1124.00,,,
Kepler-1217 b,289.186676,50.937557,1363.00,,,
Kepler-1218 b,291.578982,44.531715,667.00,,,
Kepler-1219 b,297.215809,47.378515,622.00,,,
Kepler-122 b,291.111883,39.949104,1058.58,,,
Kepler-122 c,291.111883,39.949104,1058.58,,,
Kepler-122 d,291.111883,39.949104,1058.58,,,
Kepler-122 e,291.111883,39.949104,1058.58,,,
Kepler-122 f,291.111883,39.949104,1058.58,,,
Kepler-1220 b,297.070369,42.977741,958.00,,,
Kepler-1221 b,285.822349,45.711891,909.00,,,
Kepler-1222 b,294.889655,49.379768,455.00,,,
Kepler-1223 b,285.295750,44.552753,455.00,,,
Kepler-1224 b,286.625763,37.537304,578.00,,,
Kepler-1225 b,290.633291,40.136994,1241.00,,,
Kepler-1226 b,296.376909,50.621468,779.00,,,
Kepler-1227 b,287.066378,41.874908,667.00,,,
Kepler-1228 b,296.553083,46.966290,547.00,,,
Kepler-1229 b,297.486691,46.996716,236.00,,,
Kepler-123 b,296.998621,42.781956,1052.14,,,
Kepler-123 c,296.998621,42.781956,1052.14,,,
Kepler-1230 b,283.264500,41.711449,1433.00,,,
Kepler-1231 b,288.588357,42.605659,948.00,,,
Kepler-1232 b,296.550043,49.102322,740.00,,,
Kepler-1233 b,297.375101,46.662216,1281.00,,,
Kepler-1234 b,287.522025,51.375860,866.00,,,
Kepler-1235 b,284.903015,43.953960,533.00,,,
Kepler-1236 b,295.624706,42.545898,1078.00,,,
Kepler-1237 b,295.629266,44.690620,1121.00,,,
Kepler-1238 b,297.905795,40.162858,1533.00,,,
Kepler-1239 b,293.127381,42.320103,2511.00,,,
Kepler-124 b,286.752797,49.064911,425.19,,,
Kepler-124 c,286.752797,49.064911,425.19,,,
Kepler-124 d,286.752797,49.064911,425.19,,,
Kepler-1240 b,282.999715,40.557450,614.00,,,
Kepler-1241 b,294.576248,38.456974,936.00,,,
Kepler-1242 b,284.606210,41.196384,682.00,,,
Kepler-1243 b,294.009462,42.880772,877.00,,,
Kepler-1244 b,282.301216,46.516201,764.00,,,
Kepler-1245 b,290.744327,43.260777,861.00,,,
Kepler-1245 c,290.744327,43.260777,861.00,,,
Kepler-1246 b,287.657402,48.982166,435.00,,,
Kepler-1247 b,294.533553,46.618271,1094.00,,,
Kepler-1248 b,288.059319,51.354454,540.00,,,
Kepler-1249 b,296.894856,44.371780,1674.00,,,
Kepler-125 b,298.258123,47.604946,184.34,,,
Kepler-125 c,298.258123,47.604946,184.34,,,
Kepler-1250 b,287.793862,45.980240,1371.00,,,
Kepler-1251 b,292.115153,49.256428,863.00,,,
Kepler-1252 b,298.950318,46.692799,828.00,,,
Kepler-1253 b,283.885115,47.637222,390.00,,,
Kepler-1254 b,285.173326,48.770042,676.00,,,
Kepler-1254 c,285.173326,48.770042,676.00,,,
Kepler-1254 d,285.173326,48.770042,676.00,,,
Kepler-1255 b,295.239275,42.726479,1344.00,,,
Kepler-1256 b,291.474304,44.683514,862.00,,,
Kepler-1257 b,296.075676,45.627056,1081.00,,,
Kepler-1258 b,285.404941,49.994747,651.00,,,
Kepler-1259 b,297.841489,46.967682,704.00,,,
Kepler-126 b,289.347291,44.208553,239.03,,,
Kepler-126 c,289.347291,44.208553,239.03,,,
Kepler-126 d,289.347291,44.208553,239.03,,,
Kepler-1260 b,295.591254,42.555241,1041.00,,,
Kepler-1261 b,285.232450,48.806721,795.00,,,
Kepler-1262 b,288.771814,42.213219,1153.00,,,
Kepler-1263 b,286.483651,46.752617,695.00,,,
Kepler-1264 b,289.884378,45.211502,814.00,,,
Kepler-1265 b,284.585789,47.079533,581.00,,,
Kepler-1266 b,285.869287,42.728096,901.00,,,
Kepler-1267 b,299.169533,43.441094,1628.00,,,
Kepler-1268 b,287.838481,43.153236,1406.00,,,
Kepler-1269 b,287.805581,45.340549,710.00,,,
Kepler-127 b,285.189985,46.027962,356.41,,,
Kepler-127 c,285.189985,46.027962,356.41,,,
Kepler-127 d,285.189985,46.027962,356.41,,,
Kepler-1270 b,286.715634,48.645279,1204.00,,,
Kepler-1271 b,286.344287,37.411973,885.00,,,
Kepler-1272 b,285.219843,38.805878,896.00,,,
Kepler-1273 b,285.803226,44.873428,1355.00,,,
Kepler-1274 b,284.593715,46.449776,609.00,,,
Kepler-1275 b,293.500497,44.932457,1280.00,,,
Kepler-1276 b,287.857010,40.547181,587.00,,,
Kepler-1277 b,295.102413,40.572396,606.00,,,
Kepler-1278 b,282.956935,42.825619,743.00,,,
Kepler-1279 b,288.095635,40.365964,1017.00,,,
Kepler-128 b,282.492224,43.980213,400.93,,,
Kepler-128 c,282.492224,43.980213,400.93,,,
Kepler-1280 b,293.573935,45.384541,1006.00,,,
Kepler-1281 b,295.354457,48.515404,1090.00,,,
Kepler-1282 b,290.176173,46.698338,1126.00,,,
Kepler-1283 b,295.462337,40.776969,1452.00,,,
Kepler-1284 b,291.279002,47.687649,852.00,,,
Kepler-1285 b,281.835355,44.155926,364.00,,,
Kepler-1286 b,280.258382,43.835766,1150.00,,,
Kepler-1287 b,289.134661,47.062996,1027.00,,,
Kepler-1288 b,285.713488,41.605873,715.00,,,
Kepler-1289 b,296.388807,41.040571,1059.00,,,
Kepler-129 b,285.311284,47.848595,413.68,,,
Kepler-129 c,285.311284,47.848595,413.68,,,
Kepler-1290 b,290.685249,43.859638,1321.00,,,
Kepler-1291 b,289.377032,40.001151,982.00,,,
Kepler-1292 b,284.905720,43.949169,1406.00,,,
Kepler-1293 b,290.025921,48.335949,770.00,,,
Kepler-1294 b,291.268101,44.488194,1120.00,,,
Kepler-1295 b,291.397864,45.588559,1257.00,,,
Kepler-1296 b,292.125189,41.407814,631.00,,,
Kepler-1297 b,289.956501,47.020393,996.00,,,
Kepler-1298 b,284.422735,49.106224,498.00,,,
Kepler-1299 b,286.150155,37.411377,1352.00,,,
Kepler-130 b,288.450665,40.245305,319.57,,,
Kepler-130 c,288.450665,40.245305,319.57,,,
Kepler-130 d,288.450665,40.245305,319.57,,,
Kepler-1300 b,289.033022,40.086887,757.00,,,
Kepler-1301 b,286.604183,42.440319,816.00,,,
Kepler-1302 b,290.989241,50.308060,727.00,,,
Kepler-1303 b,284.287156,42.355614,905.00,,,
Kepler-1304 b,285.276428,39.446916,682.00,,,
Kepler-1305 b,297.339446,46.347252,1343.00,,,
Kepler-1306 b,294.478341,46.945862,1130.00,,,
Kepler-1307 b,292.869840,46.741859,1396.00,,,
Kepler-1308 b,285.928896,38.520962,73.00,,,
Kepler-1309 b,298.735235,40.764155,845.00,,,
Kepler-131 b,288.530825,40.942304,230.19,,,
Kepler-131 c,288.530825,40.942304,230.19,,,
Kepler-1310 b,283.920035,40.740123,583.00,,,
Kepler-1311 b,289.651263,43.824417,705.00,,,
Kepler-1311 c,289.651263,43.824417,705.00,,,
Kepler-1312 b,292.971241,41.035764,305.00,,,
Kepler-1313 b,292.388546,42.233261,187.00,,,
Kepler-1314 b,294.237938,45.197322,462.00,,,
Kepler-1315 b,295.821448,46.053029,505.00,,,
Kepler-1316 b,298.835871,40.293136,753.00,,,
Kepler-1317 b,291.611881,42.115971,734.00,,,
Kepler-1318 b,290.376313,41.150741,475.00,,,
Kepler-1319 b,290.956068,49.366306,114.00,,,
Kepler-132 b,283.235810,41.343037,303.00,,,
Kepler-132 c,283.235810,41.343037,303.00,,,
Kepler-132 d,283.235810,41.343037,303.00,,,
Kepler-132 e,283.235810,41.343037,303.00,,,
Kepler-1320 b,288.433591,40.380875,771.00,,,
Kepler-1321 b,294.528593,46.640962,547.00,,,
Kepler-1321 c,294.528593,46.640962,547.00,,,
Kepler-1322 b,293.204521,45.435402,1217.00,,,
Kepler-1323 b,292.872284,46.098885,530.00,,,
Kepler-1324 b,291.184970,40.311214,522.00,,,
Kepler-1325 b,285.017227,42.085384,955.00,,,
Kepler-1326 b,296.222144,39.268958,910.00,,,
Kepler-1327 b,289.064869,50.460976,688.00,,,
Kepler-1328 b,284.675388,44.417770,630.00,,,
Kepler-1329 b,281.647742,48.271046,624.00,,,
Kepler-133 b,297.277976,48.320328,665.37,,,
Kepler-133 c,297.277976,48.320328,665.37,,,
Kepler-1330 b,290.576737,39.956893,939.00,,,
Kepler-1331 b,297.073789,41.224480,365.00,,,
Kepler-1332 b,291.028590,43.913673,515.00,,,
Kepler-1333 b,293.527561,41.111437,958.00,,,
Kepler-1334 b,289.311480,51.320866,1047.00,,,
Kepler-1335 b,284.838408,42.070431,628.00,,,
Kepler-1336 b,296.277711,46.899857,822.00,,,
Kepler-1336 c,296.277711,46.899857,822.00,,,
Kepler-1337 b,287.009098,46.796101,588.00,,,
Kepler-1338 b,284.042335,41.699139,619.00,,,
Kepler-1339 b,283.745794,48.373394,267.00,,,
Kepler-134 b,284.739001,49.598396,338.05,,,
Kepler-134 c,284.739001,49.598396,338.05,,,
Kepler-1340 b,296.232807,42.472790,1421.00,,,
Kepler-1341 b,280.511769,44.159351,466.00,,,
Kepler-1342 b,297.020069,43.432549,941.00,,,
Kepler-1343 b,294.294533,50.725376,1307.00,,,
Kepler-1344 b,287.086297,46.945816,851.00,,,
Kepler-1345 b,292.477965,46.022835,1164.00,,,
Kepler-1346 b,291.841308,45.179176,1123.00,,,
Kepler-1347 b,299.659605,40.843853,321.00,,,
Kepler-1348 b,292.087460,49.788765,1033.00,,,
Kepler-1349 b,286.338369,48.744099,260.00,,,
Kepler-135 b,290.495129,38.795481,632.99,,,
Kepler-135 c,290.495129,38.795481,632.99,,,
Kepler-1350 b,288.250582,46.679602,350.00,,,
Kepler-1350 c,288.250582,46.679602,350.00,,,
Kepler-1351 b,293.608720,42.197678,241.00,,,
Kepler-1352 b,290.693736,48.701477,637.00,,,
Kepler-1353 b,295.735335,42.576252,596.00,,,
Kepler-1354 b,291.245187,37.759052,1057.00,,,
Kepler-1355 b,283.741416,49.067978,963.00,,,
Kepler-1356 b,290.995346,43.243938,881.00,,,
Kepler-1357 b,291.548094,50.353313,1026.00,,,
Kepler-1358 b,286.170543,43.008911,558.00,,,
Kepler-1359 b,289.538819,41.892825,669.00,,,
Kepler-136 b,296.467314,42.598771,425.94,,,
Kepler-136 c,296.467314,42.598771,425.94,,,
Kepler-1360 b,300.344076,45.623219,1405.00,,,
Kepler-1361 b,283.565314,46.904255,404.00,,,
Kepler-1362 b,288.538542,40.877113,767.00,,,
Kepler-1363 b,296.996558,49.256413,559.00,,,
Kepler-1364 b,295.152201,49.587605,1149.00,,,
Kepler-1365 b,292.199710,42.046089,541.00,,,
Kepler-1365 c,292.199710,42.046089,541.00,,,
Kepler-1366 b,285.064914,41.554874,395.00,,,
Kepler-1367 b,288.416528,47.878731,357.00,,,
Kepler-1368 b,294.766985,41.644680,1750.00,,,
Kepler-1369 b,285.797234,40.936186,1236.00,,,
Kepler-137 b,282.135534,43.039101,305.65,,,
Kepler-137 c,282.135534,43.039101,305.65,,,
Kepler-1370 b,284.565675,41.778484,878.00,,,
Kepler-1370 c,284.565675,41.778484,878.00,,,
Kepler-1371 b,288.831383,47.551994,450.00,,,
Kepler-1371 c,288.831383,47.551994,450.00,,,
Kepler-1372 b,288.886635,44.839550,1161.00,,,
Kepler-1373 b,285.752049,39.249205,1112.00,,,
Kepler-1374 b,291.349983,45.172267,1135.00,,,
Kepler-1375 b,296.293558,43.403267,1238.00,,,
Kepler-1376 b,286.958437,42.541386,864.00,,,
Kepler-1377 b,289.195458,46.651703,1019.00,,,
Kepler-1378 b,297.373313,40.366398,562.00,,,
Kepler-1379 b,293.670471,41.410248,951.00,,,
Kepler-138 b,290.381547,43.292973,66.99,,,
Kepler-138 c,290.381547,43.292973,66.99,,,
Kepler-138 d,290.381547,43.292973,66.99,,,
Kepler-1380 b,288.116053,42.440422,1209.00,,,
Kepler-1381 b,287.535764,48.727791,1306.00,,,
Kepler-1382 b,295.377379,39.048031,730.00,,,
Kepler-1383 b,297.944779,42.191882,961.00,,,
Kepler-1384 b,296.215166,39.527049,618.00,,,
Kepler-1385 b,282.631369,46.481106,527.00,,,
Kepler-1386 b,280.823394,42.636056,838.00,,,
Kepler-1387 b,292.440396,43.209431,491.00,,,
Kepler-1388 b,283.336040,47.174535,492.00,,,
Kepler-1388 c,283.336040,47.174535,492.00,,,
Kepler-1388 d,283.336040,47.174535,492.00,,,
Kepler-1388 e,283.336040,47.174535,492.00,,,
Kepler-1389 b,285.717427,44.758423,521.00,,,
Kepler-139 b,282.391957,43.889351,395.45,,,
Kepler-139 c,282.391957,43.889351,395.45,,,
Kepler-1390 b,298.662345,48.248764,760.00,,,
Kepler-1391 b,294.831023,46.659592,721.00,,,
Kepler-1392 b,288.766976,46.394424,1117.00,,,
Kepler-1393 b,284.459458,40.142553,462.00,,,
Kepler-1394 b,283.453200,45.084141,820.00,,,
Kepler-1395 b,292.337551,47.664200,507.00,,,
Kepler-1396 b,294.336468,44.918293,1236.00,,,
Kepler-1397 b,299.675859,47.075844,770.00,,,
Kepler-1398 b,294.866185,48.638985,793.00,,,
Kepler-1398 c,294.866185,48.638985,793.00,,,
Kepler-1399 b,293.311681,46.041714,1256.00,,,
Kepler-14 b,287.708814,47.333050,980.00,,,
Kepler-140 b,287.369468,46.768213,593.80,,,
Kepler-140 c,287.369468,46.768213,593.80,,,
Kepler-1400 b,286.271652,45.440807,879.00,,,
Kepler-1401 b,287.466042,40.758452,1242.00,,,
Kepler-1402 b,291.847824,48.968132,681.00,,,
Kepler-1403 b,290.867707,38.960119,1801.00,,,
Kepler-1404 b,296.009430,50.498386,946.00,,,
Kepler-1405 b,295.684842,39.256142,1605.00,,,
Kepler-1406 b,292.081863,38.915023,587.00,,,
Kepler-1407 b,283.942432,41.471600,1275.00,,,
Kepler-1408 b,282.699942,45.425770,426.00,,,
Kepler-1409 b,290.084786,51.208603,722.00,,,
Kepler-141 b,297.970897,47.731678,303.83,,,
Kepler-141 c,297.970897,47.731678,303.83,,,
Kepler-1410 b,290.510198,38.743544,367.00,,,
Kepler-1411 b,286.361579,42.963924,1431.00,,,
Kepler-1412 b,292.180120,49.202480,639.00,,,
Kepler-1413 b,294.341649,46.498767,1162.00,,,
Kepler-1414 b,284.928580,42.422310,534.00,,,
Kepler-1415 b,285.156913,47.873333,1066.00,,,
Kepler-1416 b,298.663468,43.894073,807.00,,,
Kepler-1417 b,290.949888,40.605215,656.00,,,
Kepler-1418 b,282.997478,41.678551,499.00,,,
Kepler-1419 b,292.254635,37.971420,1444.00,,,
Kepler-142 b,295.118899,48.481281,557.51,,,
Kepler-142 c,295.118899,48.481281,557.51,,,
Kepler-142 d,295.118899,48.481281,557.51,,,
Kepler-1420 b,296.203810,42.777832,923.00,,,
Kepler-1421 b,286.580592,48.544197,675.00,,,
Kepler-1422 b,293.890178,48.336121,2081.00,,,
Kepler-1423 b,288.243782,41.110081,449.00,,,
Kepler-1424 b,290.991665,40.229320,620.00,,,
Kepler-1425 b,294.951036,43.012436,499.00,,,
Kepler-1426 b,292.545764,49.416973,1211.00,,,
Kepler-1427 b,295.349667,45.114548,1220.00,,,
Kepler-1428 b,297.642262,49.594978,802.00,,,
Kepler-1429 b,285.366245,49.044868,1156.00,,,
Kepler-143 b,298.067706,49.412605,828.71,,,
Kepler-143 c,298.067706,49.412605,828.71,,,
Kepler-1430 b,289.697494,43.372093,541.00,,,
Kepler-1431 b,292.658395,49.865192,1270.00,,,
Kepler-1432 b,295.524175,49.829548,1552.00,,,
Kepler-1433 b,287.363299,49.456890,1328.00,,,
Kepler-1434 b,295.538380,51.202957,680.00,,,
Kepler-1435 b,291.173299,44.921131,681.00,,,
Kepler-1436 b,297.711565,46.768021,1142.00,,,
Kepler-1437 b,291.864930,49.325920,1182.00,,,
Kepler-1438 b,289.289809,40.681665,866.00,,,
Kepler-1439 b,285.739806,40.980036,215.00,,,
Kepler-144 b,281.915678,42.775513,389.22,,,
Kepler-144 c,281.915678,42.775513,389.22,,,
Kepler-1440 b,285.346938,48.312252,685.00,,,
Kepler-1441 b,293.719126,43.124590,751.00,,,
Kepler-1442 b,291.255595,48.846970,525.00,,,
Kepler-1443 b,283.435761,47.066855,475.00,,,
Kepler-1444 b,285.330615,42.040436,340.00,,,
Kepler-1445 b,280.249457,43.915066,482.00,,,
Kepler-1446 b,289.423960,46.726170,162.00,,,
Kepler-1447 b,289.643439,50.727089,871.00,,,
Kepler-1448 b,287.867389,50.595585,786.00,,,
Kepler-1449 b,288.231731,50.567886,1321.00,,,
Kepler-145 b,291.387762,44.529106,576.15,,,
Kepler-145 c,291.387762,44.529106,576.15,,,
Kepler-1450 b,294.553828,45.081390,490.00,,,
Kepler-1451 b,293.446425,40.409892,1159.00,,,
Kepler-1452 b,292.422830,38.266328,974.00,,,
Kepler-1453 b,286.125545,47.947613,1284.00,,,
Kepler-1454 b,284.223331,48.831772,795.00,,,
Kepler-1455 b,294.083055,50.502777,392.00,,,
Kepler-1456 b,286.945321,43.822773,379.00,,,
Kepler-1457 b,283.770601,42.027245,728.00,,,
Kepler-1458 b,283.211614,41.038063,642.00,,,
Kepler-1459 b,282.423025,46.014019,435.00,,,
Kepler-146 b,294.110756,38.710230,731.81,,,
Kepler-146 c,294.110756,38.710230,731.81,,,
Kepler-1460 b,285.557796,44.010788,574.00,,,
Kepler-1461 b,285.830458,43.198395,752.00,,,
Kepler-1462 b,296.397527,42.396918,1368.00,,,
Kepler-1463 b,294.487304,42.006920,1341.00,,,
Kepler-1464 b,287.235677,38.754161,692.00,,,
Kepler-1464 c,287.235677,38.754161,692.00,,,
Kepler-1465 b,289.819341,51.904850,350.00,,,
Kepler-1466 b,289.831222,44.609863,686.00,,,
Kepler-1467 b,295.048540,45.342686,890.00,,,
Kepler-1468 b,293.519844,41.277405,1130.00,,,
Kepler-1468 c,293.519844,41.277405,1130.00,,,
Kepler-1469 b,293.821357,39.391350,1255.00,,,
Kepler-147 b,287.975766,39.087181,1073.89,,,
Kepler-147 c,287.975766,39.087181,1073.89,,,
Kepler-1470 b,288.695007,39.883191,569.00,,,
Kepler-1471 b,289.664878,50.020046,1059.00,,,
Kepler-1472 b,294.852648,49.057472,1269.00,,,
Kepler-1473 b,290.636569,48.996082,625.00,,,
Kepler-1474 b,294.694049,45.866837,1214.00,,,
Kepler-1475 b,295.948273,44.753124,1714.00,,,
Kepler-1476 b,284.532096,43.989956,1218.00,,,
Kepler-1477 b,281.298535,42.685753,525.00,,,
Kepler-1478 b,293.165079,41.746235,1405.00,,,
Kepler-1479 b,285.711919,49.706657,619.00,,,
Kepler-148 b,289.786216,46.858788,809.42,,,
Kepler-148 c,289.786216,46.858788,809.42,,,
Kepler-148 d,289.786216,46.858788,809.42,,,
Kepler-1480 b,291.999771,49.301811,540.00,,,
Kepler-1481 b,289.438971,49.731220,493.00,,,
Kepler-1482 b,285.313805,48.725254,442.00,,,
Kepler-1483 b,295.409776,42.150831,1327.00,,,
Kepler-1484 b,292.684285,38.126286,1095.00,,,
Kepler-1485 b,298.095423,44.737057,550.00,,,
Kepler-1486 b,290.590382,45.439713,1465.00,,,
Kepler-1487 b,295.498108,38.644501,1094.00,,,
Kepler-1488 b,286.646417,49.937778,618.00,,,
Kepler-1489 b,281.295831,44.465405,870.00,,,
Kepler-149 b,285.853667,38.384119,580.57,,,
Kepler-149 c,285.853667,38.384119,580.57,,,
Kepler-149 d,285.853667,38.384119,580.57,,,
Kepler-1490 b,295.693573,42.609512,968.00,,,
Kepler-1491 b,293.629756,45.740651,1312.00,,,
Kepler-1492 b,288.597097,41.036420,371.00,,,
Kepler-1493 b,288.549148,38.565232,572.00,,,
Kepler-1494 b,282.657401,43.162518,1059.00,,,
Kepler-1495 b,286.130757,38.779631,1307.00,,,
Kepler-1496 b,293.973936,45.350704,1293.00,,,
Kepler-1497 b,296.196140,45.634331,1122.00,,,
Kepler-1498 b,284.778110,44.916782,740.00,,,
Kepler-1499 b,283.986337,41.650406,310.00,,,
Kepler-15 b,296.200595,49.140125,755.38,,,
Kepler-150 b,288.234084,40.520905,914.40,,,
Kepler-150 c,288.234084,40.520905,914.40,,,
Kepler-150 d,288.234084,40.520905,914.40,,,
Kepler-150 e,288.234084,40.520905,914.40,,,
Kepler-150 f,288.234084,40.520905,914.40,,,
Kepler-1500 b,288.883334,39.744572,904.00,,,
