pl_name,ra,dec,st_dist,x,y,z
Kepler-553 c,298.550829,48.332455,725.00,,,
Kepler-554 b,296.406853,51.358154,642.00,,,
Kepler-555 b,285.516852,38.932408,772.00,,,
Kepler-556 b,290.529444,38.942671,729.00,,,
Kepler-557 b,293.708458,41.615135,1126.00,,,
Kepler-558 b,284.657888,42.652676,652.00,,,
Kepler-559 b,296.636834,43.802792,793.00,,,
Kepler-56 b,293.758347,41.871869,936.96,,,
Kepler-56 c,293.758347,41.871869,936.96,,,
Kepler-56 d,293.758347,41.871869,936.96,,,
Kepler-560 b,300.206095,45.018147,88.00,,,
Kepler-561 b,293.747096,45.107220,667.00,,,
Kepler-561 c,293.747096,45.107220,667.00,,,
Kepler-562 b,290.119627,46.273811,822.00,,,
Kepler-563 b,292.446272,46.289776,557.00,,,
Kepler-564 b,296.838379,46.626404,830.00,,,
Kepler-565 b,283.617946,47.196686,1041.00,,,
Kepler-566 b,291.554496,47.814480,628.00,,,
Kepler-567 b,297.672615,48.302315,568.00,,,
Kepler-568 b,298.105708,48.401150,126.00,,,
Kepler-569 b,283.507278,48.552605,645.00,,,
Kepler-57 b,293.641285,44.657040,656.23,,,
Kepler-57 c,293.641285,44.657040,656.23,,,
Kepler-570 b,290.437586,48.791885,642.00,,,
Kepler-571 b,286.551020,49.418743,756.00,,,
Kepler-572 b,291.221081,50.581303,532.00,,,
Kepler-573 b,289.521162,51.237316,758.00,,,
Kepler-574 b,290.247043,52.149136,747.00,,,
Kepler-575 b,286.963889,37.829700,852.00,,,
Kepler-576 b,295.182920,38.654231,698.00,,,
Kepler-577 b,294.711927,39.073762,549.00,,,
Kepler-578 b,288.754950,39.563656,568.00,,,
Kepler-579 b,295.002039,39.952923,663.00,,,
Kepler-58 b,296.358649,39.115194,996.32,,,
Kepler-58 c,296.358649,39.115194,996.32,,,
Kepler-58 d,296.358649,39.115194,996.32,,,
Kepler-580 b,283.499815,40.552805,333.00,,,
Kepler-581 b,295.432782,40.648247,833.00,,,
Kepler-582 b,297.503687,41.057021,751.00,,,
Kepler-583 b,282.111330,42.354504,805.00,,,
Kepler-584 b,288.230593,42.413624,1445.00,,,
Kepler-585 b,286.528499,43.873405,604.00,,,
Kepler-586 b,293.057220,45.551193,707.00,,,
Kepler-587 b,288.670690,47.399143,852.00,,,
Kepler-588 b,284.257210,47.688953,972.00,,,
Kepler-589 b,280.641367,47.751954,643.00,,,
Kepler-59 b,287.039503,46.640129,1203.57,,,
Kepler-59 c,287.039503,46.640129,1203.57,,,
Kepler-590 b,296.385544,48.233448,986.00,,,
Kepler-591 b,286.024025,48.431770,793.00,,,
Kepler-592 b,285.790685,48.683262,1034.00,,,
Kepler-593 b,294.951451,48.651188,1016.00,,,
Kepler-594 b,288.921586,49.762035,742.00,,,
Kepler-595 b,294.570393,50.673023,639.00,,,
Kepler-596 b,289.500676,51.685730,1083.00,,,
Kepler-597 b,293.470106,39.252808,660.00,,,
Kepler-598 b,293.123423,40.934766,686.00,,,
Kepler-598 c,293.123423,40.934766,686.00,,,
Kepler-599 b,285.911509,41.069443,627.00,,,
Kepler-6 b,296.837254,48.239964,597.14,,,
Kepler-60 b,288.961242,42.265011,1056.17,,,
Kepler-60 c,288.961242,42.265011,1056.17,,,
Kepler-60 d,288.961242,42.265011,1056.17,,,
Kepler-600 b,283.833059,41.978649,624.00,,,
Kepler-601 b,282.004612,42.176533,429.00,,,
Kepler-602 b,296.031983,42.141949,971.00,,,
Kepler-603 b,294.280982,42.290970,967.00,,,
Kepler-603 c,294.280982,42.290970,967.00,,,
Kepler-603 d,294.280982,42.290970,967.00,,,
Kepler-604 b,292.316017,42.626255,981.00,,,
Kepler-605 b,287.295436,43.279873,570.00,,,
Kepler-605 c,287.295436,43.279873,570.00,,,
Kepler-606 b,292.427378,44.381268,1208.00,,,
Kepler-607 b,291.057206,44.632381,500.00,,,
Kepler-608 b,293.882931,44.638096,926.00,,,
Kepler-609 b,292.220313,44.700031,1143.00,,,
Kepler-61 b,295.304508,42.475290,338.24,,,
Kepler-610 b,293.171343,45.065605,1113.00,,,
Kepler-610 c,293.171343,45.065605,1113.00,,,
Kepler-611 b,286.004962,45.480392,906.00,,,
Kepler-612 b,291.354639,45.747898,932.00,,,
Kepler-613 b,282.786824,46.244992,864.00,,,
Kepler-614 b,298.384823,46.276043,571.00,,,
Kepler-615 b,282.450603,46.321404,330.00,,,
Kepler-616 b,294.989131,46.838329,1019.00,,,
Kepler-616 c,294.989131,46.838329,1019.00,,,
Kepler-617 b,283.740710,47.516293,150.00,,,
Kepler-618 b,286.249817,48.060940,1115.00,,,
Kepler-619 b,290.849058,48.416016,1111.00,,,
Kepler-619 c,290.849058,48.416016,1111.00,,,
Kepler-62 b,283.212747,45.349865,368.00,,,
Kepler-62 c,283.212747,45.349865,368.00,,,
Kepler-62 d,283.212747,45.349865,368.00,,,
Kepler-62 e,283.212747,45.349865,368.00,,,
Kepler-62 f,283.212747,45.349865,368.00,,,
Kepler-620 b,291.159391,51.334866,1241.00,,,
Kepler-621 b,290.927286,39.914145,389.00,,,
Kepler-622 b,284.478472,40.933110,259.00,,,
Kepler-623 b,296.986721,47.477390,811.00,,,
Kepler-624 b,295.193389,39.539677,731.00,,,
Kepler-625 b,292.150459,39.637581,502.00,,,
Kepler-625 c,292.150459,39.637581,502.00,,,
Kepler-626 b,288.698651,39.708288,690.00,,,
Kepler-627 b,292.104279,39.767914,1143.00,,,
Kepler-628 b,290.449257,39.854802,579.00,,,
Kepler-629 b,289.417832,39.945013,383.00,,,
Kepler-63 b,289.226179,49.548203,200.00,,,
Kepler-630 b,293.427043,39.942437,657.00,,,
Kepler-631 b,296.885757,40.228233,843.00,,,
Kepler-632 b,297.252613,40.288605,349.00,,,
Kepler-633 b,295.217437,40.592251,634.00,,,
Kepler-634 b,291.195065,40.702706,757.00,,,
Kepler-635 b,289.773247,40.800724,826.00,,,
Kepler-636 b,293.591889,41.095161,341.00,,,
Kepler-637 b,292.417233,41.416882,1575.00,,,
Kepler-638 b,284.919429,41.617195,426.00,,,
Kepler-639 b,292.186888,41.727039,680.00,,,
Kepler-640 b,296.032191,42.131680,538.00,,,
Kepler-641 b,291.823482,42.516216,673.00,,,
Kepler-642 b,293.834559,42.624962,1022.00,,,
Kepler-643 b,290.327325,42.898281,1029.00,,,
Kepler-644 b,295.475743,43.493137,1413.00,,,
Kepler-645 b,290.322766,44.035809,901.00,,,
Kepler-646 b,290.471339,44.387085,513.00,,,
Kepler-647 b,284.788295,44.591675,789.00,,,
Kepler-647 c,284.788295,44.591675,789.00,,,
Kepler-648 b,283.899655,45.016888,665.00,,,
Kepler-649 b,285.655936,45.079556,525.00,,,
Kepler-65 b,288.688700,41.151173,306.39,,,
Kepler-65 c,288.688700,41.151173,306.39,,,
Kepler-65 d,288.688700,41.151173,306.39,,,
Kepler-65 e,288.688700,41.151173,306.39,,,
Kepler-650 b,289.000875,45.154270,805.00,,,
Kepler-651 b,287.332790,46.203500,537.00,,,
Kepler-652 b,288.008110,46.473557,423.00,,,
Kepler-653 b,282.212930,46.717819,593.00,,,
Kepler-653 c,282.212930,46.717819,593.00,,,
Kepler-654 b,297.068412,46.834278,661.00,,,
Kepler-655 b,297.259092,46.843193,783.00,,,
Kepler-656 b,288.327899,47.381592,867.00,,,
Kepler-657 b,291.197299,47.307800,1244.00,,,
Kepler-658 b,282.983790,47.578590,341.00,,,
Kepler-659 b,287.608202,47.509686,688.00,,,
Kepler-66 b,293.981569,46.687748,1107.00,,,
Kepler-660 b,288.138262,47.724453,564.00,,,
Kepler-661 b,283.710881,47.863270,558.00,,,
Kepler-662 b,290.465134,47.929180,641.00,,,
Kepler-663 b,297.808262,47.946671,1030.00,,,
Kepler-664 b,288.754887,48.226200,1386.00,,,
Kepler-665 b,297.025630,48.478596,651.00,,,
Kepler-666 b,298.456840,48.791592,1330.00,,,
Kepler-667 b,295.555049,49.017342,907.00,,,
Kepler-668 b,285.499250,49.277348,877.00,,,
Kepler-669 b,291.936173,49.253986,1778.00,,,
Kepler-67 b,294.153336,46.166438,1107.00,,,
Kepler-670 b,297.015468,49.225292,980.00,,,
Kepler-671 b,294.265808,49.314091,1139.00,,,
Kepler-672 b,291.722008,49.480877,1011.00,,,
Kepler-673 b,290.785759,50.054119,978.00,,,
Kepler-674 b,285.176211,50.149818,302.00,,,
Kepler-675 b,293.833326,50.230354,651.00,,,
Kepler-676 b,296.221970,50.287237,243.00,,,
Kepler-677 b,290.098067,50.321609,1180.00,,,
Kepler-678 b,295.455293,50.494560,875.00,,,
Kepler-679 b,296.021342,50.567783,968.00,,,
Kepler-68 b,291.032305,49.040272,144.77,,,
Kepler-68 c,291.032305,49.040272,144.77,,,
Kepler-68 d,291.032305,49.040272,144.77,,,
Kepler-680 b,291.622410,50.618237,1342.00,,,
Kepler-681 b,289.399721,51.250324,666.00,,,
Kepler-682 b,289.112222,51.737381,951.00,,,
Kepler-683 b,291.439982,37.905656,976.00,,,
Kepler-684 b,290.870517,38.273635,1066.00,,,
Kepler-685 b,293.871930,38.422949,1145.00,,,
Kepler-686 b,285.213807,39.027485,1203.00,,,
Kepler-687 b,289.315452,39.153285,628.00,,,
Kepler-688 b,294.655242,39.308366,1247.00,,,
Kepler-689 b,294.710624,39.521744,1044.00,,,
Kepler-69 b,293.260938,44.868896,746.33,,,
Kepler-69 c,293.260938,44.868896,746.33,,,
Kepler-690 b,294.489906,39.771446,1653.00,,,
Kepler-691 b,288.812003,40.033398,239.00,,,
Kepler-692 b,294.776840,40.153738,1000.00,,,
Kepler-693 b,283.253557,40.358196,1002.00,,,
Kepler-694 b,291.149507,40.420518,1023.00,,,
Kepler-695 b,299.316097,40.822362,620.00,,,
Kepler-696 b,293.496610,41.137592,1285.00,,,
Kepler-697 b,283.864390,41.346458,1091.00,,,
Kepler-698 b,288.509997,41.301769,1135.00,,,
Kepler-699 b,296.888201,41.396091,888.00,,,
Kepler-7 b,288.581516,41.089800,947.46,,,
Kepler-700 b,287.154300,41.565788,1061.00,,,
Kepler-701 b,288.994182,41.633278,755.00,,,
Kepler-702 b,293.878112,41.661770,892.00,,,
Kepler-703 b,299.186861,41.742682,1482.00,,,
Kepler-704 b,283.316391,41.837120,1054.00,,,
Kepler-705 b,289.508502,41.812107,251.00,,,
Kepler-706 b,291.760406,41.944077,810.00,,,
Kepler-707 b,290.007570,42.116459,626.00,,,
Kepler-708 b,293.816466,42.212498,1241.00,,,
Kepler-709 b,292.105207,42.380318,668.00,,,
Kepler-710 b,291.964161,42.696144,919.00,,,
Kepler-711 b,297.460015,42.839924,664.00,,,
Kepler-712 b,294.909734,42.935261,944.00,,,
Kepler-712 c,294.909734,42.935261,944.00,,,
Kepler-713 b,295.651502,43.029831,1003.00,,,
Kepler-714 b,282.699531,43.272743,1460.00,,,
Kepler-715 b,283.630767,43.379398,1214.00,,,
Kepler-716 b,290.393214,43.363899,675.00,,,
Kepler-716 c,290.393214,43.363899,675.00,,,
Kepler-717 b,292.965535,43.346390,1126.00,,,
Kepler-718 b,299.561877,43.503559,1520.00,,,
Kepler-719 b,295.536136,43.884453,1427.00,,,
Kepler-720 b,298.635649,44.170944,880.00,,,
Kepler-721 b,284.430506,44.480534,848.00,,,
Kepler-722 b,290.263285,44.556450,1375.00,,,
Kepler-722 c,290.263285,44.556450,1375.00,,,
Kepler-723 b,284.830468,44.658142,965.00,,,
Kepler-724 b,293.454838,44.792797,862.00,,,
Kepler-725 b,283.977492,44.811562,778.00,,,
Kepler-726 b,291.717311,44.887306,838.00,,,
Kepler-727 b,294.846908,45.034416,892.00,,,
Kepler-728 b,291.092356,45.115528,1236.00,,,
Kepler-729 b,286.360112,45.414295,1271.00,,,
Kepler-730 b,285.554804,45.578857,2020.20,,,
Kepler-730 c,285.554804,45.578857,2020.20,,,
Kepler-731 b,296.393174,45.568558,1311.00,,,
Kepler-732 b,283.732021,45.958771,150.00,,,
Kepler-732 c,283.732021,45.958771,150.00,,,
Kepler-733 b,293.018285,45.914692,980.00,,,
Kepler-734 b,297.045638,46.027363,553.00,,,
Kepler-735 b,284.688884,46.172249,790.00,,,
Kepler-736 b,285.391321,46.180939,1007.00,,,
Kepler-737 b,291.862847,46.429256,195.00,,,
Kepler-738 b,287.569664,46.567859,992.00,,,
Kepler-739 b,290.067985,46.579140,1128.00,,,
Kepler-74 b,293.092525,41.355523,1218.33,,,
Kepler-740 b,286.482254,46.692451,1262.00,,,
Kepler-741 b,289.431703,46.617531,1530.00,,,
Kepler-742 b,283.866019,46.789589,499.00,,,
Kepler-743 b,295.574168,42.806436,258.00,,,
Kepler-744 b,296.496136,47.182865,486.00,,,
Kepler-745 b,291.499430,37.059283,1199.00,,,
Kepler-746 b,290.682243,37.355117,450.00,,,
Kepler-747 b,288.416503,41.029804,855.00,,,
Kepler-748 b,292.262899,37.236992,1271.00,,,
Kepler-749 b,299.897230,43.903908,753.00,,,
Kepler-75 b,291.137593,36.577386,855.50,,,
Kepler-750 b,289.096874,44.004379,1181.00,,,
Kepler-750 c,289.096874,44.004379,1181.00,,,
Kepler-751 b,294.843831,44.077686,748.00,,,
Kepler-752 b,292.268128,37.955654,1075.00,,,
Kepler-753 b,291.903273,37.902288,278.00,,,
Kepler-754 b,293.254104,37.846192,1192.00,,,
Kepler-755 b,296.860998,41.097338,368.00,,,
Kepler-755 c,296.860998,41.097338,368.00,,,
Kepler-756 b,290.607939,41.201093,852.00,,,
Kepler-757 b,296.680438,41.386515,1016.00,,,
Kepler-758 b,293.084606,41.135436,1353.00,,,
Kepler-758 c,293.084606,41.135436,1353.00,,,
Kepler-758 d,293.084606,41.135436,1353.00,,,
Kepler-758 e,293.084606,41.135436,1353.00,,,
Kepler-759 b,290.131501,41.381498,892.00,,,
Kepler-76 b,294.192118,39.619003,842.87,,,
Kepler-760 b,287.593209,44.179417,782.00,,,
Kepler-760 c,287.593209,44.179417,782.00,,,
Kepler-761 b,290.503604,44.143581,867.00,,,
Kepler-762 b,291.275634,47.329491,1465.00,,,
Kepler-763 b,292.144477,47.157352,902.00,,,
Kepler-764 b,297.393183,47.164627,1013.00,,,
Kepler-765 b,283.184612,47.155670,1000.00,,,
Kepler-766 b,293.184531,37.969851,1614.00,,,
Kepler-767 b,291.579173,38.035828,1185.00,,,
Kepler-768 b,294.115656,38.393485,795.00,,,
Kepler-769 b,292.713101,38.358213,1362.00,,,
Kepler-769 c,292.713101,38.358213,1362.00,,,
Kepler-77 b,289.607956,44.345425,570.00,,,
Kepler-770 b,286.490428,38.374907,761.00,,,
Kepler-770 c,286.490428,38.374907,761.00,,,
Kepler-770 d,286.490428,38.374907,761.00,,,
Kepler-771 b,287.444090,38.088431,1000.00,,,
Kepler-772 b,291.423583,38.216591,689.00,,,
Kepler-773 b,290.884667,38.057567,528.00,,,
Kepler-774 b,291.031930,38.211956,1190.00,,,
Kepler-775 b,291.433297,41.703438,400.00,,,
Kepler-776 b,287.272640,41.635559,727.00,,,
Kepler-777 b,282.724059,44.346478,383.00,,,
Kepler-778 b,287.477437,44.237514,899.00,,,
Kepler-779 b,285.628532,44.310889,224.00,,,
Kepler-78 b,293.741690,44.448330,124.82,,,
Kepler-780 b,281.766389,44.292549,520.00,,,
Kepler-781 b,287.653619,47.414811,1036.00,,,
Kepler-782 b,288.868231,47.759434,412.00,,,
Kepler-783 b,291.062936,47.484803,544.00,,,
Kepler-783 c,291.062936,47.484803,544.00,,,
Kepler-784 b,295.920663,47.448616,604.00,,,
Kepler-785 b,292.068304,38.842261,666.00,,,
Kepler-786 b,293.743938,38.939276,512.00,,,
Kepler-787 b,291.692465,38.572907,468.00,,,
Kepler-788 b,290.000414,38.539892,1649.00,,,
Kepler-789 b,295.975153,38.946652,915.00,,,
Kepler-79 b,300.517131,44.381580,1051.43,,,
Kepler-79 c,300.517131,44.381580,1051.43,,,
Kepler-79 d,300.517131,44.381580,1051.43,,,
Kepler-79 e,300.517131,44.381580,1051.43,,,
Kepler-790 b,286.917117,38.872221,727.00,,,
Kepler-791 b,293.595841,39.029477,1447.00,,,
Kepler-792 b,292.006813,38.820733,1205.00,,,
Kepler-793 b,295.216640,38.774343,794.00,,,
Kepler-794 b,288.133701,38.996881,763.00,,,
Kepler-795 b,291.019046,38.545580,458.00,,,
Kepler-796 b,287.307857,39.144731,377.00,,,
Kepler-797 b,297.208965,41.781708,752.00,,,
Kepler-798 b,292.478209,42.142291,1085.00,,,
Kepler-799 b,287.174894,44.878571,1029.00,,,
Kepler-8 b,281.288118,42.451080,1052.90,,,
Kepler-80 b,296.112564,39.978779,357.00,,,
Kepler-80 c,296.112564,39.978779,357.00,,,
Kepler-80 d,296.112564,39.978779,357.00,,,
Kepler-80 e,296.112564,39.978779,357.00,,,
Kepler-80 f,296.112564,39.978779,357.00,,,
Kepler-80 g,296.112564,39.978779,357.00,,,
Kepler-800 b,286.574823,44.795204,1049.00,,,
Kepler-801 b,286.075243,44.664639,419.00,,,
Kepler-802 b,286.015855,45.007767,828.00,,,
Kepler-803 b,299.221605,44.693874,615.00,,,
Kepler-804 b,293.372270,44.785137,648.00,,,
Kepler-804 c,293.372270,44.785137,648.00,,,
Kepler-805 b,293.229945,45.053314,657.00,,,
Kepler-806 b,296.007043,44.853443,260.00,,,
Kepler-807 b,289.020172,48.119812,1312.00,,,
Kepler-808 b,291.594090,48.445614,321.00,,,
Kepler-809 b,289.083643,48.018131,933.00,,,
Kepler-81 b,293.636950,42.824970,351.79,,,
Kepler-81 c,293.636950,42.824970,351.79,,,
Kepler-81 d,293.636950,42.824970,351.79,,,
Kepler-810 b,296.614859,48.082645,1554.00,,,
Kepler-811 b,285.424273,47.834614,847.00,,,
Kepler-812 b,288.855290,48.208538,1482.00,,,
Kepler-813 b,285.662694,48.435371,840.00,,,
Kepler-814 b,284.910486,48.431644,1327.00,,,
Kepler-815 b,285.221110,47.881382,1199.00,,,
Kepler-816 b,293.362842,39.212452,1059.00,,,
Kepler-817 b,296.081856,39.161617,1401.00,,,
Kepler-818 b,296.235105,39.370343,967.00,,,
Kepler-819 b,295.370797,39.177218,722.00,,,
Kepler-82 b,292.873390,42.966137,927.97,,,
Kepler-82 c,292.873390,42.966137,927.97,,,
Kepler-82 d,292.873390,42.966137,927.97,,,
Kepler-82 e,292.873390,42.966137,927.97,,,
Kepler-82 f,292.873390,42.966137,927.97,,,
Kepler-820 b,291.020145,39.220678,989.00,,,
Kepler-821 b,285.617437,39.379530,619.00,,,
Kepler-822 b,292.276118,39.550179,956.00,,,
Kepler-823 b,284.582577,39.220204,896.00,,,
Kepler-824 b,290.477412,39.732009,1352.00,,,
Kepler-825 b,294.769908,39.398514,820.00,,,
Kepler-825 c,294.769908,39.398514,820.00,,,
Kepler-826 b,284.860139,39.240548,649.00,,,
Kepler-827 b,294.966046,42.708569,1352.00,,,
Kepler-828 b,286.887275,42.471256,625.00,,,
Kepler-829 b,282.332793,42.463825,954.00,,,
Kepler-83 b,282.232525,43.665627,405.01,,,
Kepler-83 c,282.232525,43.665627,405.01,,,
Kepler-83 d,282.232525,43.665627,405.01,,,
Kepler-830 b,295.054286,42.756847,1122.00,,,
Kepler-831 b,294.985491,42.727669,577.00,,,
Kepler-832 b,295.926094,45.383862,1346.00,,,
Kepler-833 b,290.479954,45.600700,421.00,,,
Kepler-834 b,287.054516,45.180374,620.00,,,
Kepler-835 b,283.574233,45.734802,2011.00,,,
Kepler-836 b,287.452778,45.704399,1003.00,,,
Kepler-837 b,285.246670,45.950195,846.00,,,
Kepler-838 b,285.435512,45.976021,1210.00,,,
Kepler-839 b,291.074676,45.242584,833.00,,,
Kepler-84 b,298.252049,40.496077,1443.27,,,
Kepler-84 c,298.252049,40.496077,1443.27,,,
Kepler-84 d,298.252049,40.496077,1443.27,,,
Kepler-84 e,298.252049,40.496077,1443.27,,,
Kepler-84 f,298.252049,40.496077,1443.27,,,
Kepler-840 b,296.507394,49.457291,778.00,,,
Kepler-841 b,284.251306,48.809612,1052.00,,,
Kepler-842 b,292.328581,49.653538,552.00,,,
Kepler-843 b,296.321994,48.971478,1247.00,,,
Kepler-844 b,287.857729,48.774113,394.00,,,
Kepler-845 b,290.957565,49.203812,471.00,,,
Kepler-846 b,287.057016,49.046021,1233.00,,,
Kepler-847 b,283.504798,49.451015,529.00,,,
Kepler-848 b,293.288273,48.811619,797.00,,,
Kepler-849 b,290.851779,48.521339,747.00,,,
Kepler-85 b,290.973429,45.290318,782.09,,,
Kepler-85 c,290.973429,45.290318,782.09,,,
Kepler-85 d,290.973429,45.290318,782.09,,,
Kepler-85 e,290.973429,45.290318,782.09,,,
Kepler-850 b,293.084462,48.575390,1535.00,,,
Kepler-851 b,294.680286,49.140160,869.00,,,
Kepler-852 b,297.391593,48.560692,854.00,,,
Kepler-853 b,283.936824,49.110325,610.00,,,
Kepler-854 b,293.351293,43.134640,741.00,,,
Kepler-855 b,295.094990,43.537586,1043.00,,,
Kepler-856 b,289.603836,46.314953,1175.00,,,
Kepler-857 b,294.632389,43.400467,1039.00,,,
Kepler-858 b,288.848631,51.209049,296.00,,,
Kepler-859 b,286.741873,43.190108,915.00,,,
Kepler-860 b,295.577265,46.254742,1295.00,,,
Kepler-861 b,292.353929,46.226280,806.00,,,
Kepler-862 b,297.779266,46.492741,806.00,,,
Kepler-863 b,297.664523,43.248962,1145.00,,,
Kepler-864 b,285.057092,46.320675,1573.00,,,
Kepler-865 b,297.724283,43.527435,664.00,,,
Kepler-866 b,290.122337,43.085560,690.00,,,
Kepler-867 b,287.285313,51.249981,824.00,,,
Kepler-868 b,282.363512,46.675240,1269.00,,,
Kepler-869 b,289.424591,50.994122,957.00,,,
Kepler-87 b,297.916877,46.965130,1277.88,,,
Kepler-87 c,297.916877,46.965130,1277.88,,,
Kepler-870 b,295.402544,50.478634,1231.00,,,
Kepler-871 b,294.527110,43.368160,1695.00,,,
Kepler-872 b,295.417461,43.605640,1114.00,,,
Kepler-873 b,296.403212,51.271339,1397.00,,,
Kepler-874 b,294.956860,43.014328,1072.00,,,
Kepler-875 b,297.301300,43.141888,1244.00,,,
Kepler-876 b,283.478199,43.383781,735.00,,,
Kepler-877 b,289.859129,46.522667,572.00,,,
Kepler-878 b,285.296197,46.603439,567.00,,,
Kepler-879 b,295.806573,50.909798,772.00,,,
Kepler-88 d,291.148088,40.669407,339.00,,,
Kepler-880 b,281.971245,43.672771,673.00,,,
Kepler-881 b,288.992588,46.670753,1364.00,,,
Kepler-882 b,294.649885,43.335587,525.00,,,
Kepler-883 b,286.433673,50.300327,549.00,,,
Kepler-884 b,292.584443,49.923161,420.00,,,
Kepler-885 b,288.661559,49.737206,632.00,,,
Kepler-886 b,286.271745,43.595234,857.00,,,
Kepler-887 b,290.090807,39.816989,831.00,,,
Kepler-887 c,290.090807,39.816989,831.00,,,
Kepler-888 b,295.521206,49.738632,413.00,,,
Kepler-889 b,291.467319,50.759489,513.00,,,
Kepler-890 b,288.435745,43.763496,1387.00,,,
Kepler-891 b,291.083797,40.355255,1372.00,,,
Kepler-892 b,283.129641,43.888241,640.00,,,
Kepler-893 b,284.963031,43.913006,1216.00,,,
Kepler-894 b,288.734088,46.939396,1090.00,,,
Kepler-895 b,289.290653,51.408891,516.00,,,
Kepler-896 b,282.439182,43.734486,896.00,,,
Kepler-897 b,290.586837,51.695820,1147.00,,,
Kepler-898 b,286.585389,46.870930,479.00,,,
Kepler-899 b,297.482580,40.680780,1038.00,,,
Kepler-9 b,285.573981,38.400892,614.00,,,
Kepler-9 c,285.573981,38.400892,614.00,,,
Kepler-9 d,285.573981,38.400892,614.00,,,
Kepler-90 i,284.433492,49.305161,780.00,,,
Kepler-900 b,296.177297,46.999020,505.00,,,
Kepler-901 b,291.152951,40.887497,241.00,,,
Kepler-902 b,289.731692,46.953823,904.00,,,
Kepler-903 b,288.771018,40.664176,829.00,,,
Kepler-903 c,288.771018,40.664176,829.00,,,
Kepler-904 b,288.822916,40.389049,1151.00,,,
Kepler-905 b,290.051123,46.713375,521.00,,,
Kepler-906 b,291.405561,40.125487,758.00,,,
Kepler-907 b,285.476589,41.632740,352.00,,,
Kepler-908 b,295.322517,39.376484,250.00,,,
Kepler-909 b,289.506358,45.370998,318.00,,,
Kepler-91 b,285.672872,44.116734,1344.56,,,
Kepler-910 b,296.047358,42.743006,402.00,,,
Kepler-911 b,298.589186,40.750689,567.00,,,
Kepler-912 b,298.111206,41.758333,1265.00,,,
Kepler-913 b,297.583122,41.952431,597.00,,,
Kepler-914 b,290.412001,44.899330,678.00,,,
Kepler-915 b,290.592077,45.737137,806.00,,,
Kepler-916 b,290.983322,45.973301,769.00,,,
Kepler-917 b,299.051260,47.949284,1027.00,,,
Kepler-918 b,298.200719,48.267838,1245.00,,,
Kepler-919 b,298.114772,48.494404,1219.00,,,
Kepler-92 b,289.086058,41.562941,484.62,,,
Kepler-92 c,289.086058,41.562941,484.62,,,
Kepler-92 d,289.086058,41.562941,484.62,,,
Kepler-920 b,284.296949,49.158676,926.00,,,
Kepler-920 c,284.296949,49.158676,926.00,,,
Kepler-921 b,284.616205,49.190811,847.00,,,
Kepler-922 b,284.731462,49.533195,558.00,,,
Kepler-923 b,294.171085,40.055165,966.00,,,
Kepler-924 b,290.668512,40.397718,995.00,,,
Kepler-925 b,290.106539,40.490657,623.00,,,
Kepler-926 b,289.679343,40.700466,771.00,,,
Kepler-927 b,289.383510,41.392695,879.00,,,
Kepler-928 b,289.920717,41.542828,532.00,,,
Kepler-929 b,298.481124,41.615332,820.00,,,
Kepler-93 b,291.418281,38.672354,96.18,,,
Kepler-93 c,291.418281,38.672354,96.18,,,
Kepler-930 b,298.314444,42.247434,905.00,,,
Kepler-931 b,297.132641,42.768253,490.00,,,
Kepler-932 b,296.952062,43.271969,478.00,,,
Kepler-933 b,289.568659,43.538612,922.00,,,
Kepler-934 b,290.288467,43.755322,603.00,,,
Kepler-935 b,295.021668,46.619217,482.00,,,
Kepler-936 b,293.577759,46.736347,687.00,,,
Kepler-937 b,294.168805,46.714611,1482.00,,,
Kepler-937 c,294.168805,46.714611,1482.00,,,
Kepler-938 b,294.789143,46.983990,861.00,,,
Kepler-939 b,293.865613,47.026829,1029.00,,,
Kepler-94 b,281.194747,47.497148,192.97,,,
Kepler-94 c,281.194747,47.497148,192.97,,,
Kepler-940 b,294.241293,47.275982,1317.00,,,
Kepler-941 b,294.326356,47.217613,1105.00,,,
Kepler-942 b,294.955114,44.149818,218.00,,,
Kepler-943 b,284.273965,41.535023,1239.00,,,
Kepler-944 b,293.601262,42.379761,1035.00,,,
Kepler-945 b,291.269748,42.096046,1543.00,,,
Kepler-946 b,300.929606,44.028790,918.00,,,
Kepler-947 b,294.366727,42.252678,1188.00,,,
Kepler-948 b,293.300231,41.523338,884.00,,,
Kepler-949 b,298.607876,46.453682,572.00,,,
Kepler-95 b,284.482459,44.398037,451.38,,,
Kepler-950 b,287.956566,41.130329,1489.00,,,
Kepler-951 b,287.737560,38.114567,408.00,,,
Kepler-952 b,285.371949,41.993912,1167.00,,,
Kepler-953 b,288.971662,44.624531,240.00,,,
Kepler-953 c,288.971662,44.624531,240.00,,,
Kepler-954 b,295.859378,47.939510,224.00,,,
Kepler-955 b,288.471458,40.269795,637.00,,,
Kepler-956 b,292.530806,49.061707,631.00,,,
Kepler-957 b,290.156346,48.818996,749.00,,,
Kepler-958 b,287.256685,46.066769,467.00,,,
Kepler-959 b,292.171168,40.811382,1003.00,,,
Kepler-96 b,297.069643,40.525141,123.32,,,
Kepler-960 b,281.457163,46.746468,298.00,,,
Kepler-961 b,282.035496,43.631268,607.00,,,
Kepler-962 b,295.313145,46.237488,439.00,,,
Kepler-963 b,296.752973,45.041100,786.00,,,
Kepler-964 b,295.300090,40.556591,478.00,,,
