planet,,,,x,y,z
HD 164509 b,270.380127,0.104556,53.19,-53.18874083337158,0.35288416198184736,0.09706352894859685
HD 164595 b,270.162048,29.571922,28.28,-24.596060679040797,0.06956451421550727,13.956624228347815
HD 164604 b,270.778900,-28.560644,39.41,-34.61106085286455,0.4705445385165815,-18.84147431801924
HD 164922 b,270.628601,26.313002,22.00,-19.71930213863311,0.2163522428582626,9.752041574578618
HD 164922 c,270.628601,26.313002,22.00,-19.71930213863311,0.2163522428582626,9.752041574578618
HD 164922 d,270.628601,26.313002,22.00,-19.71930213863311,0.2163522428582626,9.752041574578618
HD 165155 b,271.488953,-29.917253,63.47,-54.99383221969996,1.4294537905652598,-31.655583704176568
HD 1666 b,5.218085,-19.931225,118.31,10.11543699364331,110.76258627309893,-40.33092506404918
HD 166724 b,273.498657,-42.575375,45.19,-33.21534924522822,2.030756317473901,-30.57372570192513
HD 167042 b,272.631836,54.286552,49.73,-28.998362978510254,1.3329543296876074,40.37810145761601
HD 168443 b,275.016388,-9.595722,39.67,-38.96513574782633,3.420238224433182,-6.612795675173453
HD 168443 c,275.016388,-9.595722,39.67,-38.96513574782633,3.420238224433182,-6.612795675173453
HD 168746 b,275.457428,-11.922684,41.62,-40.53755516646116,3.8729252319753087,-8.598341193139923
HD 1690 b,5.305497,-8.281169,769.37,70.3988860809882,758.0861748518529,-110.81310949992312
HD 169830 b,276.956177,-29.816866,37.64,-32.416796665997865,3.955116535168851,-18.715713908600545
HD 169830 c,276.956177,-29.816866,37.64,-32.416796665997865,3.955116535168851,-18.715713908600545
HD 170469 b,277.295746,11.695502,60.28,-58.550608225428135,7.496087435724682,12.21938417386069
HD 17092 b,41.592117,49.653076,229.89,98.79950927939853,111.3114081074018,175.20798923364617
HD 171028 b,278.064527,6.945743,112.01,-110.08840030995631,15.598367110962963,13.545300316583656
HD 171238 b,278.681976,-28.072313,44.87,-39.137581223162755,5.976291991640803,-21.115173928504294
HD 17156 b,42.435364,71.753235,78.26,16.534273247038026,18.084910109464868,74.32483726537757
HD 173416 b,280.900452,36.556606,132.68,-104.65474727370874,20.154184000237525,79.02642052099236
HD 175167 b,285.003479,-69.944244,71.23,-23.594497536998333,6.3236621040591805,-66.91056630734988
HD 175541 b,283.920349,4.265325,130.08,-125.90999570486332,31.207034436720512,9.674729105594755
HD 175607 b,285.272858,-66.192680,40.38,-15.724205040336102,4.293650465133919,-36.943989247680385
HD 17674 b,42.767853,30.286739,44.48,26.080863328691358,28.196487887937938,22.43249961140066
HD 176986 b,285.774475,-11.043926,27.81,-26.267025092497196,7.420181649509673,-5.32732550895875
HD 176986 c,285.774475,-11.043926,27.81,-26.267025092497196,7.420181649509673,-5.32732550895875
HD 177565 b,286.718597,-37.810658,16.93,-12.810004958464463,3.847718209052216,-10.379004651113895
HD 177830 b,286.336548,25.920660,62.88,-54.270966505308785,15.907526972283426,27.486490867437553
HD 177830 c,286.336548,25.920660,62.88,-54.270966505308785,15.907526972283426,27.486490867437553
HD 178911 B b,287.262939,34.599850,41.02,-32.244096092650324,10.020042207423172,23.29286202529416
HD 179079 b,287.790955,-2.638385,69.85,-66.43910493461968,21.319693957379027,-3.21535146605925
HD 179949 b,288.888458,-24.179352,27.48,-23.719161468676226,8.115546236838476,-11.25565140276661
HD 180053 b,288.400879,34.914543,137.59,-107.05611599799563,35.61465396253967,78.75019079692608
HD 18015 b,43.363365,-8.848020,124.24,84.29085906431887,89.24932574941651,-19.10985430278503
HD 180314 b,288.709198,31.860350,122.79,-98.7792967257296,33.45262264227768,64.81478748498398
HD 180617 b,289.230225,5.168904,5.91,-5.5575459019003315,1.9386301282712488,0.5324441510898879
HD 180902 b,289.823792,-23.558155,104.89,-90.45020597498178,32.606511871742526,-41.92240120319064
HD 181234 b,290.000397,-9.323601,47.81,-44.3330686524109,16.13626525968823,-7.745712835472342
HD 181342 b,290.267639,-23.619572,120.81,-103.83589892132959,38.34340716782455,-48.4039804351031
HD 181433 b,291.289856,-66.468796,26.90,-10.006852488921675,3.899467907797417,-24.663070638122495
HD 181433 c,291.289856,-66.468796,26.90,-10.006852488921675,3.899467907797417,-24.663070638122495
HD 181433 d,291.289856,-66.468796,26.90,-10.006852488921675,3.899467907797417,-24.663070638122495
HD 181720 b,290.720764,-32.919056,60.31,-47.35183994721928,17.91238252091379,-32.77569077895065
HD 183263 b,292.102386,8.358054,54.28,-49.756982329450594,20.206629124596446,7.890072806239002
HD 183263 c,292.102386,8.358054,54.28,-49.756982329450594,20.206629124596446,7.890072806239002
HD 185269 b,294.298920,28.499865,52.07,-41.70622867165241,18.830137903489526,24.845548827172344
HD 187085 b,297.391541,-37.780552,45.96,-32.25243593406821,16.71203426191442,-28.156879925649154
HD 187123 b,296.742126,34.419525,46.02,-33.90238331460204,17.08236555776386,26.012719822054677
HD 187123 c,296.742126,34.419525,46.02,-33.90238331460204,17.08236555776386,26.012719822054677
HD 18742 b,45.044407,-20.802603,163.37,108.07289536513271,107.90550162902763,-58.02076271116217
HD 188015 b,298.018921,28.100376,50.74,-39.512874918694216,21.026108692456738,23.899436581489127
HD 189733 b,300.182129,22.710854,19.78,-15.77272864437561,9.173362363636963,7.636678208246172
HD 190360 b,300.905853,29.896805,16.01,-11.908751037777728,7.128892839949749,7.980014761686919
HD 190360 c,300.905853,29.896805,16.01,-11.908751037777728,7.128892839949749,7.980014761686919
HD 190647 b,301.831970,-35.538631,54.56,-37.719430990033395,23.416185965886015,-31.713094465837795
HD 190984 b,302.877991,-64.620468,148.81,-53.56578029377785,34.624076917860826,-134.44811854059088
HD 191806 b,302.367950,52.276329,65.79,-33.9995233161611,21.550084905075565,52.037970318392055
HD 191939 b,302.023987,66.850578,53.48,-17.825217201045906,11.148811046894089,49.173936632897195
HD 191939 c,302.023987,66.850578,53.48,-17.825217201045906,11.148811046894089,49.173936632897195
HD 191939 d,302.023987,66.850578,53.48,-17.825217201045906,11.148811046894089,49.173936632897195
HD 192263 b,303.499359,-0.866877,19.65,-16.38410229537486,10.844137144740136,-0.2972903643907103
HD 192310 b,303.822449,-27.032976,8.80,-6.512009929672437,4.363106559455722,-3.9996284610801087
HD 192310 c,303.822449,-27.032976,8.80,-6.512009929672437,4.363106559455722,-3.9996284610801087
HD 192699 b,304.025024,4.580795,72.01,-59.490762991570605,40.16484123224802,5.751064898702102
HD 195019 b,307.077637,18.769497,37.71,-28.485825805616628,21.526188341749364,12.133632747351452
HD 196050 b,309.465454,-60.634483,50.75,-19.212769963816275,15.818339041103632,-44.22908681284496
HD 196067 b,310.433716,-75.350800,39.98,-7.696019390903045,6.557638819442485,-38.68034460353973
HD 196885 A b,309.966156,11.249649,34.20,-25.708081550477807,21.5457771549998,6.671883525742296
HD 197037 b,309.887329,42.248550,33.00,-18.743590784656988,15.665032697707536,22.187486452436996
HD 19994 b,48.193485,-1.196101,22.54,16.797659711022416,15.022278451276186,-0.4705086237439352
HD 20003 b,46.907997,-72.321892,43.80,9.712940594036318,9.086666558225186,-41.73165795743506
HD 20003 c,46.907997,-72.321892,43.80,9.712940594036318,9.086666558225186,-41.73165795743506
HD 200964 b,316.666016,3.803119,72.74,-49.80789151726481,52.792079635536126,4.824714536590881
HD 200964 c,316.666016,3.803119,72.74,-49.80789151726481,52.792079635536126,4.824714536590881
HD 202206 c,318.740692,-20.789209,46.03,-28.378952486459866,32.34939045939075,-16.33746898014292
HD 202696 b,319.224792,27.258121,189.56,-110.05255960462527,127.6087063937706,86.81846449332568
HD 202696 c,319.224792,27.258121,189.56,-110.05255960462527,127.6087063937706,86.81846449332568
HD 202772 A b,319.699588,-26.616375,147.20,-85.1186844384815,100.36704449382546,-65.94775158439187
HD 203030 b,319.742584,26.230545,39.29,-22.775493503635523,26.89643929451773,17.36555639598624
HD 203473 b,320.578644,5.023597,72.79,-46.045440514933354,56.014056473213124,6.373930122100976
HD 2039 b,6.084491,-56.650047,85.90,5.005465475848931,46.9576106850587,-71.75470795787929
HD 204313 b,322.050873,-21.726255,47.86,-27.34129611498402,35.05938321967172,-17.716454922160928
HD 204313 c,322.050873,-21.726255,47.86,-27.34129611498402,35.05938321967172,-17.716454922160928
HD 204941 b,323.097961,-20.957422,28.74,-16.115290828451936,21.46196144206438,-10.279553131034179
HD 205739 b,324.535034,-31.737484,92.74,-45.7621205325829,64.23917645547243,-48.78385114650164
HD 206255 b,325.591217,-50.093609,75.40,-27.334562871911462,39.907997533652015,-57.83885722812601
HD 206610 b,325.853760,-7.408253,147.78,-82.2575452490077,121.28293296840316,-19.054522302835917
HD 20781 b,50.012260,-28.783834,35.37,23.751467660880735,19.921188661397665,-17.030881547093735
HD 20781 c,50.012260,-28.783834,35.37,23.751467660880735,19.921188661397665,-17.030881547093735
HD 20781 d,50.012260,-28.783834,35.37,23.751467660880735,19.921188661397665,-17.030881547093735
HD 20781 e,50.012260,-28.783834,35.37,23.751467660880735,19.921188661397665,-17.030881547093735
HD 20782 b,50.014908,-28.854071,36.02,24.17258085981723,20.272488070554896,-17.38254762699666
HD 207832 b,328.151184,-26.026560,59.03,-27.990143106604616,45.05771639090946,-25.901640537003885
HD 207832 c,328.151184,-26.026560,59.03,-27.990143106604616,45.05771639090946,-25.901640537003885
HD 20794 b,49.981876,-43.069782,6.00,3.3567849904728457,2.8184869796860355,-4.097331530774206
HD 20794 c,49.981876,-43.069782,6.00,3.3567849904728457,2.8184869796860355,-4.097331530774206
HD 20794 d,49.981876,-43.069782,6.00,3.3567849904728457,2.8184869796860355,-4.097331530774206
HD 20794 e,49.981876,-43.069782,6.00,3.3567849904728457,2.8184869796860355,-4.097331530774206
HD 208487 b,329.332703,-37.763622,44.00,-17.74161789736931,29.919177635738905,-26.9458309202898
HD 208527 b,329.099945,21.239859,314.48,-150.52842811516197,251.5141278108067,113.92763598331938
HD 20868 b,50.177895,-33.730103,47.79,30.525726703289465,25.45303527246976,-26.53690081103087
HD 208897 b,329.748718,19.020302,64.68,-30.80629364815106,52.82170822728619,21.079416775976874
HD 209458 b,330.794891,18.884319,48.37,-22.331159711748768,39.948540562793,15.655360514253616
HD 210193 b,332.394226,-41.224892,42.25,-14.725198173506227,28.159794076037752,-27.84343794049359
HD 210277 b,332.374451,-7.548654,21.31,-9.795624314297516,18.7169683990096,-2.7994532043989047
HD 210702 b,332.963867,16.040550,54.28,-23.712486453138784,46.465910104396656,14.998519406256014
HD 211810 b,334.527252,61.134438,64.76,-13.445767971514007,28.22417906589858,56.713884011874036
HD 211970 b,335.567535,-54.560619,13.00,-3.117844272538053,6.86291038561545,-10.591482810787792
HD 212301 b,336.878845,-77.717926,54.32,-4.5374599468862895,10.62705148788058,-53.0767334517144
HD 212771 b,336.762787,-17.263659,111.51,-42.01301117817065,97.84813590864471,-33.092737737248385
HD 213240 b,337.751526,-49.433270,40.92,-10.075802950443336,24.630414798047003,-31.084839741906094
HD 213885 b,338.984650,-59.864468,47.97,-8.636671123832311,22.48129342487956,-41.48638641582595
HD 213885 c,338.984650,-59.864468,47.97,-8.636671123832311,22.48129342487956,-41.48638641582595
HD 21411 b,51.546322,-30.617809,29.16,19.65187960257517,15.605886931179631,-14.851448453842027
HD 214823 b,340.082794,31.787594,101.66,-29.437170384776174,81.24304836135231,53.55161708755981
HD 215152 b,340.838745,-6.400821,21.61,-7.048790654918328,20.28552784834088,-2.409151347948622
HD 215152 c,340.838745,-6.400821,21.61,-7.048790654918328,20.28552784834088,-2.409151347948622
HD 215152 d,340.838745,-6.400821,21.61,-7.048790654918328,20.28552784834088,-2.409151347948622
HD 215152 e,340.838745,-6.400821,21.61,-7.048790654918328,20.28552784834088,-2.409151347948622
HD 215497 b,341.653137,-56.599533,40.59,-7.033287383093492,21.208492144613377,-33.88629264966427
HD 215497 c,341.653137,-56.599533,40.59,-7.033287383093492,21.208492144613377,-33.88629264966427
HD 216435 b,343.408051,-48.598286,33.01,-6.233821663533539,20.921676456778545,-24.76051335705983
HD 216437 b,343.664520,-70.073708,26.71,-2.560336304107011,8.735582991388881,-25.1109212855767
HD 216536 b,343.266598,44.477753,380.33,-78.13370072188215,259.8826448501779,266.47147055018786
HD 216770 b,343.973785,-26.658764,36.70,-9.054940777984447,31.523887974349808,-16.466406240823716
HD 21693 b,51.802010,-58.323681,32.38,13.362595538849057,10.514566760211848,-27.556293769485393
HD 21693 c,51.802010,-58.323681,32.38,13.362595538849057,10.514566760211848,-27.556293769485393
HD 217107 b,344.564758,-2.395385,20.07,-5.336944366176013,19.32920821946407,-0.838829208447572
HD 217107 c,344.564758,-2.395385,20.07,-5.336944366176013,19.32920821946407,-0.838829208447572
HD 21749 c,51.746769,-63.499100,16.33,5.72206724363405,4.511437324160776,-14.614163668492948
HD 217786 b,345.784180,-0.429622,54.80,-13.457134481104461,53.12039805442262,-0.41090399993431825
HD 217850 b,345.652771,58.875927,65.90,-8.440795098044715,33.0008802772196,56.4136940737038
HD 218566 b,347.294708,-2.260742,28.85,-6.340223738029186,28.121680324413695,-1.1380503869402903
HD 219077 b,348.527435,-62.700005,29.21,-2.664675870191907,13.129476888080688,-25.95651053497315
HD 219134 b,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219134 c,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219134 d,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219134 f,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219134 g,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219134 h,348.320740,57.168354,6.53,-0.7166902755131082,3.467086131088826,5.486945307600255
HD 219415 b,348.724278,56.730328,165.97,-17.80264693975201,89.29043451109327,138.76716098111507
HD 219666 b,349.556792,-56.903786,94.43,-9.346384792285386,50.709039785569864,-79.10918578357402
HD 219828 b,349.694733,18.645720,73.27,-12.419501369282406,68.30440905695133,23.425554190222652
HD 219828 c,349.694733,18.645720,73.27,-12.419501369282406,68.30440905695133,23.425554190222652
HD 220074 b,350.059906,61.970127,327.41,-26.5591355421111,151.55075461117073,289.00569059456336
HD 220197 b,350.492859,16.632538,64.53,-10.212506433816245,60.980841687682236,18.470586330734008
HD 220689 b,351.470795,-20.616030,46.94,-6.516007849367438,43.44811934672072,-16.527739317283967
HD 220773 b,351.614349,8.643845,49.00,-7.064762515766811,47.92552707159853,7.364304821589926
HD 220842 b,351.654114,56.886528,62.50,-4.955908664143137,33.782096163644205,52.34939300606041
HD 221287 b,352.834747,-58.209732,56.01,-3.6804172359238354,29.276276302065096,-47.6075022959056
HD 221416 b,353.033630,-21.801424,95.08,-10.707139703403938,87.62783210477664,-35.31184786992698
HD 221420 b,353.331604,-77.385330,31.17,-0.7904848957209598,6.761260697248298,-30.417583523572063
HD 221585 b,353.225189,63.155483,55.94,-2.979960448582706,25.084492076859547,49.91163885278516
HD 222076 b,354.533112,-70.903358,91.39,-2.848528624432364,29.76338274910289,-86.36063357807302
HD 222155 b,354.501282,48.996521,50.68,-3.186264299617261,33.09838246746401,38.24666257139903
HD 222582 b,355.464722,-5.985757,42.21,-3.319469645028966,41.848418874856776,-4.4017109117095075
HD 224538 b,359.715668,-61.586773,79.24,-0.18710918951476618,37.70408840054488,-69.6946504979765
HD 224693 b,359.974304,-22.428114,93.75,-0.03886465331142486,86.658641722085,-35.76787391531727
HD 22781 b,55.206356,31.826290,32.63,22.767382798285826,15.81999787295859,17.20729054255505
HD 23079 b,54.929562,-52.915836,33.49,16.527746879157473,11.603159973764182,-26.71666823767023
HD 23127 b,54.848495,-60.077843,94.11,38.38312560085788,27.02769186828205,-81.56550521747516
HD 231701 b,293.017334,16.474291,109.22,-96.39779501849263,40.95285917811644,30.97316323383911
HD 233604 b,137.453380,53.568230,868.63,348.8119059394742,-380.0401160813625,698.8689729439532
HD 233832 b,171.522858,50.375778,58.84,5.531769745253632,-37.11521860436581,45.321139343970984
HD 23472 b,55.459988,-62.767075,39.08,14.731066354248135,10.139535253855842,-34.74812094059984
HD 23472 c,55.459988,-62.767075,39.08,14.731066354248135,10.139535253855842,-34.74812094059984
HD 23596 b,57.001556,40.530636,52.08,33.198396911718675,21.558009256104768,33.844424642852005
HD 238914 b,279.584229,59.253857,527.24,-265.7813473077203,44.878302803399336,453.1315823916706
HD 240210 b,347.621792,57.029456,142.86,-16.665829688133385,75.93824438146771,119.85246247393762
HD 240237 b,348.925934,58.043240,958.16,-97.40918673257902,497.6910844614467,812.9487194083565
HD 24040 b,57.595699,17.476366,46.68,37.59215773493381,23.860667342457194,14.01858162598674
HD 24064 b,59.151241,74.080032,302.86,71.31997428132725,42.59754087105862,291.2440392184007
HD 24085 b,56.256458,-70.024101,54.99,15.621122761472204,10.435153921023927,-51.68160394488115
HD 25015 b,59.432999,-20.267792,37.47,30.26538278765428,17.875377857077495,-12.979921848126178
HD 25171 b,58.956001,-65.186676,55.70,20.02723918239797,12.054520967773966,-50.5577710640859
HD 2638 b,7.499466,-5.764002,55.05,7.1486310851078825,54.3031548669283,-5.528738111669821
HD 2685 b,7.328958,-76.304061,197.98,5.979726300386553,46.49261386512183,-192.35061769945307
HD 26965 b,63.818001,-7.652871,5.04,4.482596103109691,2.2039616849506554,-0.6711818439553321
HD 27442 b,64.120956,-59.302155,18.28,8.396283493068621,4.073221856626927,-15.718450534665308
HD 27631 b,64.939461,-41.960266,50.36,33.92279368037017,15.862116796284738,-33.671455561945336
HD 27894 b,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 27894 c,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 27894 d,65.196030,-59.410835,43.88,20.269653959156358,9.367599409277465,-37.77358349009744
HD 28185 b,66.609673,-10.550821,39.43,35.57784433464536,15.388777332858451,-7.219932458094389
HD 28254 b,66.211273,-50.622192,54.70,31.754952261645787,13.998140187650554,-42.28197107689612
HD 285507 b,61.755104,15.335032,45.09,38.30702453323542,20.5787092970186,11.924625573949882
HD 285968 b,70.732407,18.958172,9.47,8.454646217626593,2.9554075867300384,3.0765928120358894
HD 28678 b,67.856056,4.575287,190.92,176.27418885351912,71.7350629005766,15.229494235994617
HD 29021 b,69.467590,60.676197,31.02,14.22680036147935,5.328357148571525,27.045279839038045
HD 290327 b,80.839851,-2.277619,56.52,55.75513171919071,8.990568608807077,-2.246188564218782
HD 2952 b,8.293311,54.894985,110.45,9.161769646486354,62.85301636201399,90.3590770821677
HD 30177 b,70.476555,-58.020756,55.68,27.79333333718623,9.854936356252677,-47.23000372032869
HD 30177 c,70.476555,-58.020756,55.68,27.79333333718623,9.854936356252677,-47.23000372032869
HD 30562 b,72.151604,-5.674045,26.18,24.797882194303785,7.98484041991926,-2.588389875164642
HD 30669 b,72.118690,-28.419298,57.10,47.79294569121305,15.419486089191487,-27.175058250204184
HD 30856 b,72.574425,-24.368839,131.70,114.46095220615985,35.92600527794865,-54.34061616165199
HD 31253 b,73.681892,12.352201,58.24,54.60000820265488,15.984893044536113,12.458727809241276
HD 31527 b,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 31527 c,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 31527 d,73.909927,-23.241880,38.57,34.05165243307165,9.822113506846145,-15.220248120050988
HD 3167 b,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 3167 c,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 3167 d,8.739684,4.381469,47.36,7.175105002239044,46.67329564771357,3.618140625786292
HD 32518 b,77.403000,69.639404,122.55,41.61211283701106,9.299121588002652,114.89325873579965
HD 32963 b,76.982353,26.327963,38.12,33.287779231926436,7.69588918764554,16.906550310989157
HD 330075 b,237.407043,-49.963524,45.36,-24.583818252027875,-15.71775013514524,-34.72920688470157
HD 33142 b,76.898087,-13.986480,121.80,115.11232118078155,26.791527804818088,-29.43819882832931
HD 33142 c,76.898087,-13.986480,121.80,115.11232118078155,26.791527804818088,-29.43819882832931
HD 332231 b,306.741333,33.744450,80.85,-53.87331129247972,40.216417600708716,44.911341393338304
HD 33283 b,77.004219,-26.797472,90.10,78.36385040081039,18.085642577573964,-40.62051800402907
HD 33564 b,80.639717,79.231148,20.97,3.8660173690928175,0.6372620003625294,20.600696756293623
HD 33844 b,78.150421,-14.951111,106.10,100.32368324620155,21.049326350707677,-27.37324314174742
HD 33844 c,78.150421,-14.951111,106.10,100.32368324620155,21.049326350707677,-27.37324314174742
HD 34445 b,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 c,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 d,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 e,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 f,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 34445 g,79.420746,7.353343,46.15,44.99243812141085,8.403245369215764,5.906647031588148
HD 35759 b,82.888962,64.318779,72.50,31.17719974708673,3.8894251105334607,65.33838525889514
HD 3651 b,9.840858,21.250473,11.14,1.774501334968121,10.229768529262575,4.03764545866838
HD 37124 b,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37124 c,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37124 d,84.260361,20.730787,31.69,29.48961047318144,2.9640609486221305,11.21754504483405
HD 37605 b,85.007210,6.060579,46.85,46.41137560006598,4.054584259221689,4.946419047601221
HD 37605 c,85.007210,6.060579,46.85,46.41137560006598,4.054584259221689,4.946419047601221
HD 38283 b,84.258408,-73.699341,38.10,10.64017354896491,1.069831913480038,-36.5684586293271
HD 38529 b,86.645470,1.168193,42.41,42.32853423387506,2.48106934470607,0.8646297001760235
HD 38529 c,86.645470,1.168193,42.41,42.32853423387506,2.48106934470607,0.8646297001760235
HD 38801 b,86.996567,-8.327700,91.68,90.58871133260087,4.752995931758681,-13.278433972852199
HD 39091 b,84.291214,-80.469124,18.28,3.011773704612696,0.3010814279886394,-18.027672315801723
HD 39855 b,88.625648,-19.704346,23.28,21.91053407163364,0.5256680908338872,-7.849240074941032
HD 40307 b,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 c,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 d,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 f,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40307 g,88.517670,-60.023472,12.94,6.463244968529345,0.16725141241542274,-11.209018308568558
HD 40956 b,91.663147,63.453838,116.99,52.26299261618207,-1.5174845558747914,104.6562799999292
HD 40979 b,91.124763,44.260445,34.12,24.43117333798437,-0.47966552654421873,23.81306553789341
HD 41004 A b,89.956871,-48.239693,43.03,28.658654521397263,0.021572607176466304,-32.09769393034047
HD 41004 B b,89.956886,-48.239841,43.03,28.65857161582652,0.021565041969110237,-32.09776795806069
HD 4113 b,10.802486,-37.982632,41.92,6.192717819670946,32.455712848539314,-25.798514482409455
HD 42012 b,92.485275,34.135300,36.84,30.46433025557278,-1.3222572222890272,20.672731264095166
HD 4203 b,11.171676,20.448927,81.57,14.808224425008268,74.9815201949377,28.498298521749284
HD 4203 c,11.171676,20.448927,81.57,14.808224425008268,74.9815201949377,28.498298521749284
HD 4208 b,11.111043,-26.515680,34.23,5.902629468375633,30.055290240302416,-15.281733996187917
HD 42618 b,93.002357,6.783074,24.35,24.14637146160328,-1.2664537556141564,2.8759937627125574
HD 4308 b,11.163615,-65.649521,22.03,1.7586392802741877,8.911474866342258,-20.070219320885034
HD 4313 b,11.418160,7.845021,136.82,26.83248514005614,132.85695432943027,18.675112516832325
HD 43197 b,93.398590,-29.897270,56.30,48.72178553160472,-2.89340418950998,-28.062534219283158
HD 43691 b,94.894485,41.092304,85.81,64.43502965355553,-5.517782950815634,56.400683726822926
HD 44219 b,95.059677,-10.725009,50.40,49.326636679229004,-4.36729616508182,-9.37921308649083
HD 45184 b,96.182831,-28.780113,21.88,19.0656989960245,-2.0654173389191204,-10.53411472355805
HD 45184 c,96.182831,-28.780113,21.88,19.0656989960245,-2.0654173389191204,-10.53411472355805
HD 45350 b,97.190460,38.962963,46.94,36.211280193386024,-4.568423087611909,29.516712168679348
HD 45364 b,96.410316,-31.480953,34.39,29.144901811533916,-3.2744381480832687,-17.95897695333517
HD 45364 c,96.410316,-31.480953,34.39,29.144901811533916,-3.2744381480832687,-17.95897695333517
HD 45652 b,97.304962,10.933891,34.89,33.978584801192085,-4.355748079860817,6.617804286391927
HD 46375 b,98.302597,5.462925,29.58,29.13703530963732,-4.251982547151138,2.8160642364246904
HD 47186 b,99.036613,-27.622297,37.50,32.81347695717238,-5.218640749374281,-17.386532682225273
HD 47186 c,99.036613,-27.622297,37.50,32.81347695717238,-5.218640749374281,-17.386532682225273
HD 4732 b,12.308117,-24.136671,54.87,10.673971747918557,48.92195568587154,-22.437145072273744
HD 4732 c,12.308117,-24.136671,54.87,10.673971747918557,48.92195568587154,-22.437145072273744
HD 47366 b,99.419968,-12.985116,84.56,81.2865536476859,-13.486008730696586,-19.000456957595976
HD 47366 c,99.419968,-12.985116,84.56,81.2865536476859,-13.486008730696586,-19.000456957595976
HD 47536 b,99.448410,-32.339733,122.95,102.47011050097147,-17.052780480517736,-65.7706745579059
HD 48265 b,100.007195,-48.541954,90.78,59.18843864841297,-10.44418261362342,-68.03422800250137
HD 4917 b,12.776146,-12.927608,205.45,44.28213976465981,195.2848591425382,-45.963228645757084
HD 49674 b,102.877151,40.867756,43.09,31.76607495500492,-7.262071101807822,28.194448128404588
HD 50499 b,103.008438,-33.915562,46.35,37.47694082903713,-8.658047175311044,-25.86193390307341
HD 50499 c,103.008438,-33.915562,46.35,37.47694082903713,-8.658047175311044,-25.86193390307341
HD 50554 b,103.678436,24.245558,31.19,27.632273862006116,-6.725005512492872,12.80811625774978
HD 51608 b,103.713921,-55.259327,34.83,19.282483221957992,-4.705526440338808,-28.62119427477094
HD 51608 c,103.713921,-55.259327,34.83,19.282483221957992,-4.705526440338808,-28.62119427477094
HD 52265 b,105.075150,-5.367162,30.01,28.850177847450208,-7.77095327476863,-2.807066684611565
HD 5319 b,13.755836,0.789553,121.83,28.966575230732776,118.32441864401454,1.6788007500235806
HD 5319 c,13.755836,0.789553,121.83,28.966575230732776,118.32441864401454,1.6788007500235806
HD 55696 b,108.062378,-38.174541,78.15,58.408580306267915,-19.048425906906452,-48.30132210483837
HD 5583 b,14.486255,34.985561,221.00,45.29288611402535,175.3080784230539,126.71476672857948
HD 5608 b,14.559246,33.950886,58.21,12.138222248043611,46.735607206037635,32.50923991329331
HD 564 b,2.470091,-50.267822,53.60,1.4765808050889164,34.229276864593345,-41.220581199845526
HD 5891 b,15.138300,20.292484,285.75,69.9920107756864,258.714191561525,99.10170539522882
HD 59686 A b,112.951653,17.086046,96.80,85.20266703697457,-36.08156755793457,28.44056983164454
HD 60532 b,113.513252,-22.296066,25.99,22.05021305782297,-9.59377035296487,-9.860414520657114
HD 60532 c,113.513252,-22.296066,25.99,22.05021305782297,-9.59377035296487,-9.860414520657114
HD 62509 b,116.328957,28.026199,10.34,8.180596844264956,-4.048248399010093,4.858510077329721
HD 63433 b,117.479424,27.363182,22.42,17.664969750136446,-9.187739768712223,10.304886300643401
HD 63433 c,117.479424,27.363182,22.42,17.664969750136446,-9.187739768712223,10.304886300643401
HD 63454 b,114.841049,-78.278969,37.73,6.955560123465898,-3.2199691714968446,-36.94326571790129
